org/jsoup/nodes/LeafNode.java#94#class org.eclipse.jdt.core.dom.ThrowStatement
org/jsoup/helper/StringUtil.java#177#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/helper/StringUtil.java#178#class org.eclipse.jdt.core.dom.ForStatement
org/jsoup/parser/TokeniserState.java#162#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TokeniserState.java#163#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TokeniserState.java#164#class org.eclipse.jdt.core.dom.BreakStatement
org/jsoup/helper/StringUtil.java#179#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/helper/StringUtil.java#186#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/LeafNode.java#7#unknown
org/jsoup/nodes/Element.java#108#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#454#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#474#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#468#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#469#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#470#class org.eclipse.jdt.core.dom.WhileStatement
org/jsoup/parser/CharacterReader.java#471#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/CharacterReader.java#453#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/CharacterReader.java#467#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/nodes/Node.java#507#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/helper/StringUtil.java#118#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#164#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#163#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/nodes/Attributes.java#382#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/select/NodeTraversor.java#53#class org.eclipse.jdt.core.dom.ExpressionStatement
org/jsoup/select/NodeTraversor.java#47#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/select/NodeTraversor.java#48#class org.eclipse.jdt.core.dom.ExpressionStatement
org/jsoup/select/NodeTraversor.java#51#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/select/NodeTraversor.java#52#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilderState.java#1474#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/ParseSettings.java#54#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Attributes.java#379#class org.eclipse.jdt.core.dom.ForStatement
org/jsoup/parser/Token.java#369#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Node.java#249#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#212#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#222#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilder.java#223#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilder.java#224#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#202#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#210#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/HtmlTreeBuilder.java#211#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilderState.java#764#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilderState.java#253#class org.eclipse.jdt.core.dom.SwitchStatement
org/jsoup/parser/Token.java#127#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/Tokeniser.java#70#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/Tokeniser.java#71#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#72#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/Tokeniser.java#195#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Tokeniser.java#196#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Tokeniser.java#197#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#131#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#275#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#278#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilder.java#538#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#281#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/HtmlTreeBuilder.java#285#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#139#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#273#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/Tag.java#177#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/TokeniserState.java#175#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#159#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#160#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#161#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#67#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/HtmlTreeBuilder.java#70#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#71#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#72#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#73#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#74#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#75#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#76#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#77#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#78#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#79#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#80#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#81#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#82#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/TokeniserState.java#146#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/TokeniserState.java#147#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#246#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#247#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#248#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#249#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#251#class org.eclipse.jdt.core.dom.WhileStatement
org/jsoup/parser/CharacterReader.java#252#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#253#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/CharacterReader.java#255#class org.eclipse.jdt.core.dom.ExpressionStatement
org/jsoup/parser/CharacterReader.java#256#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/CharacterReader.java#258#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#137#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#138#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#147#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/HtmlTreeBuilder.java#148#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Tokeniser.java#190#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#191#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/TokeniserState.java#149#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/TokeniserState.java#150#class org.eclipse.jdt.core.dom.SwitchStatement
org/jsoup/parser/TokeniserState.java#113#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TokeniserState.java#111#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/TokeniserState.java#112#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Token.java#357#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Node.java#509#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#382#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#383#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Element.java#123#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#380#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/TokeniserState.java#121#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/TokeniserState.java#100#class org.eclipse.jdt.core.dom.SwitchStatement
org/jsoup/parser/TokeniserState.java#17#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TokeniserState.java#18#class org.eclipse.jdt.core.dom.BreakStatement
org/jsoup/select/NodeTraversor.java#41#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/select/NodeTraversor.java#61#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/select/NodeTraversor.java#42#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/select/NodeTraversor.java#50#class org.eclipse.jdt.core.dom.WhileStatement
org/jsoup/select/NodeTraversor.java#44#class org.eclipse.jdt.core.dom.WhileStatement
org/jsoup/parser/Tokeniser.java#110#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#111#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Tokeniser.java#114#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Tokeniser.java#115#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#116#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/select/NodeTraversor.java#45#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/select/NodeTraversor.java#46#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/select/NodeTraversor.java#55#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/select/NodeTraversor.java#56#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/ParseSettings.java#53#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/select/NodeTraversor.java#57#class org.eclipse.jdt.core.dom.BreakStatement
org/jsoup/parser/ParseSettings.java#56#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Node.java#504#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/nodes/Node.java#505#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/nodes/Node.java#506#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/TokeniserState.java#24#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TreeBuilder.java#57#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/TokeniserState.java#25#class org.eclipse.jdt.core.dom.BreakStatement
org/jsoup/parser/Token.java#94#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#95#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#96#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#97#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Element.java#118#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#28#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/Token.java#134#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Token.java#135#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#29#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Token.java#149#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#31#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#349#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Node.java#501#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/Token.java#224#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Token.java#225#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#227#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#88#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#89#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#90#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#91#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Token.java#92#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#93#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#98#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#99#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#100#class org.eclipse.jdt.core.dom.ExpressionStatement
org/jsoup/parser/CharacterReader.java#101#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#328#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/TreeBuilder.java#56#class org.eclipse.jdt.core.dom.BreakStatement
org/jsoup/parser/Token.java#332#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/TreeBuilder.java#58#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#326#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#327#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/TreeBuilder.java#37#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#112#class org.eclipse.jdt.core.dom.ExpressionStatement
org/jsoup/parser/CharacterReader.java#113#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/TreeBuilder.java#38#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#44#class org.eclipse.jdt.core.dom.WhileStatement
org/jsoup/parser/Tokeniser.java#45#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Tokeniser.java#48#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/Tokeniser.java#53#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/TreeBuilder.java#39#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/TreeBuilder.java#40#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/TreeBuilder.java#41#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Tokeniser.java#58#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#59#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Tokeniser.java#64#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/Tokeniser.java#66#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#67#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#69#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/TreeBuilder.java#51#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/TreeBuilder.java#52#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TreeBuilder.java#53#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TreeBuilder.java#55#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/TokeniserState.java#12#class org.eclipse.jdt.core.dom.SwitchStatement
org/jsoup/parser/Tokeniser.java#77#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/TokeniserState.java#31#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/nodes/Element.java#154#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/TreeBuilder.java#87#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/TreeBuilder.java#88#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/HtmlTreeBuilder.java#59#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#464#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/HtmlTreeBuilder.java#62#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/TreeBuilder.java#30#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TreeBuilder.java#31#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/TreeBuilder.java#33#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#39#class org.eclipse.jdt.core.dom.ConstructorInvocation
org/jsoup/parser/CharacterReader.java#40#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/TreeBuilder.java#34#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/TreeBuilder.java#35#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/TreeBuilder.java#36#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/helper/Validate.java#65#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/helper/Validate.java#53#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/helper/Validate.java#55#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/helper/Validate.java#63#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/nodes/Node.java#200#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#93#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/ParseErrorList.java#28#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#94#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Element.java#132#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#80#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#81#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Tag.java#36#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/Token.java#288#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#289#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#269#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#259#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Token.java#260#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Token.java#270#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#271#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#40#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#34#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Token.java#35#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Token.java#36#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Token.java#37#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Token.java#38#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Token.java#41#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Token.java#42#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/ParseErrorList.java#15#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/jsoup/parser/ParseErrorList.java#16#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/ParseErrorList.java#17#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Token.java#287#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/jsoup/parser/Tokeniser.java#38#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/Tokeniser.java#23#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#25#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#26#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#27#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#28#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#31#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#32#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#33#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#34#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#35#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#118#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#119#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/Tokeniser.java#39#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#40#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/Tokeniser.java#41#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/CharacterReader.java#450#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#451#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#439#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#440#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#441#class org.eclipse.jdt.core.dom.ForStatement
org/jsoup/parser/CharacterReader.java#442#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#460#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#446#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#447#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#449#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/CharacterReader.java#59#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#60#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#48#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#56#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#57#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#433#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/CharacterReader.java#435#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/CharacterReader.java#58#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#36#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/CharacterReader.java#64#class org.eclipse.jdt.core.dom.TryStatement
org/jsoup/parser/CharacterReader.java#65#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/CharacterReader.java#30#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/parser/CharacterReader.java#28#class org.eclipse.jdt.core.dom.FieldDeclaration
org/jsoup/parser/CharacterReader.java#85#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/parser/CharacterReader.java#47#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/CharacterReader.java#31#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#51#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#52#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#53#class org.eclipse.jdt.core.dom.VariableDeclarationStatement
org/jsoup/parser/CharacterReader.java#54#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#55#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/parser/CharacterReader.java#32#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/parser/CharacterReader.java#33#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#34#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/parser/CharacterReader.java#35#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Element.java#409#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Element.java#91#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Element.java#88#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/nodes/Element.java#295#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Element.java#296#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/nodes/Node.java#468#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Node.java#469#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/nodes/Element.java#297#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/nodes/Element.java#89#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/helper/ChangeNotifyingArrayList.java#11#class org.eclipse.jdt.core.dom.SuperConstructorInvocation
org/jsoup/helper/ChangeNotifyingArrayList.java#12#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/helper/ChangeNotifyingArrayList.java#24#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/helper/ChangeNotifyingArrayList.java#25#class org.eclipse.jdt.core.dom.ReturnStatement
org/jsoup/nodes/Element.java#402#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Element.java#405#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Element.java#406#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Node.java#405#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/nodes/Node.java#418#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Node.java#419#class org.eclipse.jdt.core.dom.IfStatement
org/jsoup/nodes/Element.java#407#class org.eclipse.jdt.core.dom.MethodInvocation
org/jsoup/nodes/Node.java#421#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/nodes/Node.java#537#class org.eclipse.jdt.core.dom.Assignment
org/jsoup/nodes/Node.java#538#class org.eclipse.jdt.core.dom.MethodDeclaration
org/jsoup/nodes/Node.java#422#class org.eclipse.jdt.core.dom.MethodDeclaration
